filename,text
01473.wav,1830435-10
01474.wav,7-8
01475.wav,
01476.wav,15-25-653
01477.wav,1153
01478.wav,83
01479.wav,889
01480.wav,86-32-1
01481.wav,369
01482.wav,21
01483.wav,631901
01484.wav,70747
01485.wav,13655
01486.wav,35-10-5
01487.wav,223
01488.wav,045
01489.wav,267
01490.wav,53568-98-93
01491.wav,686-57428
01492.wav,572411
01493.wav,9203-375
01494.wav,7
01495.wav,22
01496.wav,499689
01497.wav,0
01498.wav,14
01499.wav,7--
01500.wav,83741
01501.wav,6143-93-4
01502.wav,16740994548
01503.wav,038
01504.wav,71
01505.wav,124-8
01506.wav,9856
01507.wav,0603-254
01508.wav,00
01509.wav,49-83-63-82467-517-9
01510.wav,619
01511.wav,3618
01512.wav,760
01513.wav,72770-140
01514.wav,00
01515.wav,9063939
01516.wav,0
01517.wav,25
01518.wav,688
01519.wav,76
01520.wav,66295
01521.wav,4859-6
01522.wav,954
01523.wav,2
01524.wav,238-43128472433-82564
01525.wav,6
01526.wav,29319
01527.wav,426-544-05
01528.wav,35-77
01529.wav,91
01530.wav,285
01531.wav,037
01532.wav,174-0079621
01533.wav,6268-76-63
01534.wav,660
01535.wav,36601
01536.wav,
01537.wav,195-04070-1695
01538.wav,056
01539.wav,7208-
01540.wav,557-6
01541.wav,26-52027786
01542.wav,5979
01543.wav,14-7485
01544.wav,3152
01545.wav,571
01546.wav,37966637-677-1377587
01547.wav,547148
01548.wav,24--8-
01549.wav,4548
01550.wav,21
01551.wav,948543042
01552.wav,7
01553.wav,435
01554.wav,94910
01555.wav,4660
01556.wav,56903
01557.wav,987-99440833
01558.wav,7-756
01559.wav,33377270
01560.wav,395-4
01561.wav,000
01562.wav,174
01563.wav,22
01564.wav,56-6863
01565.wav,15
01566.wav,69956
01567.wav,70-931
01568.wav,454-12257054
01569.wav,57
01570.wav,42-6057-9
01571.wav,89
01572.wav,673
01573.wav,950
01574.wav,52
01575.wav,00
01576.wav,7529
01577.wav,70482
01578.wav,10-5
01579.wav,229-031-912
01580.wav,00
01581.wav,463
01582.wav,57
01583.wav,889876
01584.wav,51
01585.wav,6555
01586.wav,93-5
01587.wav,69-043505-50
01588.wav,1121
01589.wav,880
01590.wav,88581
01591.wav,00
01592.wav,116-6
01593.wav,00
01594.wav,84-7
01595.wav,88739
01596.wav,209
01597.wav,041
01598.wav,3366-3722-5
01599.wav,73
01600.wav,6917-5248
01601.wav,52-10-38
01602.wav,8
01603.wav,622
01604.wav,714
01605.wav,768
01606.wav,52
01607.wav,39
01608.wav,0
01609.wav,52-432
01610.wav,95023
01611.wav,744426-45
01612.wav,7707
01613.wav,78-31741
01614.wav,03566
01615.wav,76
01616.wav,1
01617.wav,85-914-78
01618.wav,46848-01
01619.wav,89
01620.wav,26767
01621.wav,044024
01622.wav,134518888715-1
01623.wav,90
01624.wav,48408
01625.wav,65
01626.wav,19-54
01627.wav,88-91661-298-252
01628.wav,62-28-46-76-200
01629.wav,0
01630.wav,91795
01631.wav,5250390
01632.wav,471
01633.wav,285-32-30
01634.wav,64-2
01635.wav,86-9
01636.wav,8558-9
01637.wav,03085-44622-3541
01638.wav,551
01639.wav,96483
01640.wav,8
01641.wav,577774-91-67-297-4
01642.wav,5852
01643.wav,34
01644.wav,00
01645.wav,6049
01646.wav,886-21
01647.wav,589
01648.wav,212528
01649.wav,41550
01650.wav,2432-02-300
01651.wav,00
01652.wav,4016-2
01653.wav,146-73
01654.wav,3377
01655.wav,0704-51
01656.wav,03-
01657.wav,9
01658.wav,145-43
01659.wav,33
01660.wav,00
01661.wav,910
01662.wav,8107315
01663.wav,00
01664.wav,309-1111
01665.wav,7339-5
01666.wav,3402447-0881-637-06
01667.wav,444-20-4
01668.wav,792
01669.wav,92824
01670.wav,72545-47
01671.wav,527-21
01672.wav,968
01673.wav,75-1952-9
01674.wav,2
01675.wav,68765
01676.wav,66787619
01677.wav,8860330
01678.wav,9
01679.wav,740326
01680.wav,47
01681.wav,20-517768
01682.wav,125333
01683.wav,696-06
01684.wav,18261554
01685.wav,0
01686.wav,448267
01687.wav,345
01688.wav,02
01689.wav,928-7333
01690.wav,041
01691.wav,24-
01692.wav,00
01693.wav,798869
01694.wav,2993
01695.wav,20-932
01696.wav,1858626
01697.wav,118
01698.wav,85-648
01699.wav,1154-856709
01700.wav,538
01701.wav,93051-63-5
01702.wav,68
01703.wav,314
01704.wav,000
01705.wav,849-898-52
01706.wav,388-32-8
01707.wav,11-5
01708.wav,42-666
01709.wav,507509-50637
01710.wav,8372
01711.wav,187
01712.wav,51-75
01713.wav,97-7
01714.wav,27
01715.wav,46
01716.wav,7
01717.wav,83430226419
01718.wav,76---1
01719.wav,0-52-5
01720.wav,477
01721.wav,085-03646
01722.wav,335-80154811
01723.wav,27-256061
01724.wav,721
01725.wav,720
01726.wav,00
01727.wav,964-4
01728.wav,941969
01729.wav,523-96207
01730.wav,5--771
01731.wav,37-8
01732.wav,734-52-1530-45839
01733.wav,42--7
01734.wav,89-4731
01735.wav,40998
01736.wav,24-911
01737.wav,00
01738.wav,9316146440673
01739.wav,60-5
01740.wav,18822
01741.wav,2965
01742.wav,651292663
01743.wav,7566565-67
01744.wav,10-14
01745.wav,95-64059
01746.wav,3590-29
01747.wav,9179
01748.wav,8948
01749.wav,567-170-12
01750.wav,0
01751.wav,695
01752.wav,618227132
01753.wav,23
01754.wav,5978-159-2908
01755.wav,23-839
01756.wav,3
01757.wav,5763
01758.wav,03
01759.wav,8692
01760.wav,442
01761.wav,66
01762.wav,9029
01763.wav,2707
01764.wav,5475
01765.wav,7
01766.wav,3214-11
01767.wav,005
01768.wav,3850505
01769.wav,3--3-4
01770.wav,160
01771.wav,53-0671457
01772.wav,0
01773.wav,5359-47-02-5
01774.wav,3156-114
01775.wav,1-0
01776.wav,88403
01777.wav,62611
01778.wav,361
01779.wav,76850
01780.wav,21-27
01781.wav,59
01782.wav,3055392
01783.wav,97622
01784.wav,320363
01785.wav,89
01786.wav,7629-61
01787.wav,08
01788.wav,725334
01789.wav,670
01790.wav,3
01791.wav,327-79
01792.wav,31-26-388-9
01793.wav,99525316
01794.wav,87-76
01795.wav,5531
01796.wav,53-7596
01797.wav,15-590
01798.wav,106-4
01799.wav,11-36938
01800.wav,70-2506651-1636
01801.wav,31-30942
01802.wav,841461-49
01803.wav,9
01804.wav,94
01805.wav,47
01806.wav,04
01807.wav,787153
01808.wav,164-
01809.wav,753
01810.wav,123-3988
01811.wav,47
01812.wav,00
01813.wav,23679
01814.wav,86
01815.wav,5042-51
01816.wav,96
01817.wav,361
01818.wav,71
01819.wav,347-28-3
01820.wav,569-4
01821.wav,090
01822.wav,9117
01823.wav,7882
01824.wav,803-61-591
01825.wav,756225-436
01826.wav,11
01827.wav,5800356022
01828.wav,14-06-0037
01829.wav,500
01830.wav,08
01831.wav,167
01832.wav,21-195-15
01833.wav,1134
01834.wav,00
01835.wav,4
01836.wav,342479
01837.wav,53-533
01838.wav,33925-80
01839.wav,232
01840.wav,70
01841.wav,63-16-3141
01842.wav,23
01843.wav,58
01844.wav,35-6234-6
01845.wav,3008
01846.wav,009
01847.wav,443
01848.wav,2648
01849.wav,47-7
01850.wav,8869905-0
01851.wav,203
01852.wav,2272023
01853.wav,50618284-86286
01854.wav,3154-23236
01855.wav,37-0
01856.wav,5476
01857.wav,771
01858.wav,00
01859.wav,6164-670141
01860.wav,47
01861.wav,9383509-23-15-3605
01862.wav,2
01863.wav,0077
01864.wav,55-31053
01865.wav,28-113
01866.wav,0072-99
01867.wav,0
01868.wav,11-70
01869.wav,34102
01870.wav,79-15-86
01871.wav,03-32
01872.wav,43-3
01873.wav,92034
01874.wav,0364
01875.wav,409-5
01876.wav,80-2
01877.wav,9
01878.wav,64-4
01879.wav,477-168
01880.wav,2-97-6
01881.wav,4
01882.wav,7809-28-71
01883.wav,4156
01884.wav,622316
01885.wav,105
01886.wav,438
01887.wav,2853-0
01888.wav,8948696-69-6
01889.wav,007
01890.wav,3
01891.wav,4967
01892.wav,
01893.wav,63-638825715
01894.wav,712
01895.wav,67166
01896.wav,5964-4
01897.wav,3635-81488
01898.wav,7-7
01899.wav,07
01900.wav,284-262567
01901.wav,36-0
01902.wav,59419
01903.wav,66
01904.wav,50
01905.wav,73-27
01906.wav,7610
01907.wav,8865
01908.wav,30
01909.wav,77-578
01910.wav,02-3
01911.wav,52---22
01912.wav,25354-1
01913.wav,9305-389-49
01914.wav,6
01915.wav,0
01916.wav,79-43
01917.wav,523
01918.wav,
01919.wav,62
01920.wav,55-6892-16
01921.wav,149
01922.wav,00061
01923.wav,8384
01924.wav,131-9
01925.wav,9857
01926.wav,
01927.wav,72-962-30
01928.wav,676
01929.wav,658
01930.wav,32681398
01931.wav,5748
01932.wav,0
01933.wav,8
01934.wav,60
01935.wav,68-81
01936.wav,449-737755
01937.wav,14
01938.wav,951
01939.wav,5465
01940.wav,586
01941.wav,021684488
01942.wav,545-4
01943.wav,0777036500
01944.wav,473174
01945.wav,4506-9
01946.wav,00
01947.wav,76
01948.wav,37-24
01949.wav,98-68
01950.wav,
01951.wav,7485-7
01952.wav,3076
01953.wav,0-255
01954.wav,997
01955.wav,370
01956.wav,52
01957.wav,3
01958.wav,1251905-91
01959.wav,850-953-77
01960.wav,75-95
01961.wav,79
01962.wav,68
01963.wav,71-423
01964.wav,1-2
01965.wav,947-656
01966.wav,03419
01967.wav,34
01968.wav,15119
01969.wav,132
01970.wav,10-48149780-7377
01971.wav,240670
01972.wav,567
01973.wav,4872-29
01974.wav,00
01975.wav,62-8
01976.wav,4207
01977.wav,9680
01978.wav,622
01979.wav,15
01980.wav,42
01981.wav,486
01982.wav,3581637438
01983.wav,7777
01984.wav,37625
01985.wav,46-6
01986.wav,7943
01987.wav,38197-088
01988.wav,06
01989.wav,663
01990.wav,2753047-52
01991.wav,38331-1101
01992.wav,451717
01993.wav,728-9
01994.wav,65-564369
01995.wav,874-4
01996.wav,493651442
01997.wav,868
01998.wav,76-33
01999.wav,000
02000.wav,00
02001.wav,15--8
02002.wav,96-017-51
02003.wav,90378-36
02004.wav,22
02005.wav,37
02006.wav,08
02007.wav,430-075
02008.wav,19119
02009.wav,632
02010.wav,2729141250
02011.wav,469-069532
02012.wav,550235
02013.wav,395---
02014.wav,15826
02015.wav,02
02016.wav,
02017.wav,605
02018.wav,1903-450
02019.wav,0344-48-8403459
02020.wav,476486
02021.wav,471160
02022.wav,55-3
02023.wav,9528
02024.wav,51
02025.wav,003630
02026.wav,56386-92-86
02027.wav,87536-75466
02028.wav,7341620
02029.wav,1449
02030.wav,81
02031.wav,443227
02032.wav,56901
02033.wav,63
02034.wav,003
02035.wav,9401-75
02036.wav,00
02037.wav,07
02038.wav,909
02039.wav,440-87
02040.wav,9130
02041.wav,670
02042.wav,135-2
02043.wav,876-93
02044.wav,905
02045.wav,678-38
02046.wav,6
02047.wav,7---
02048.wav,11-46-3
02049.wav,00
02050.wav,513924
02051.wav,26
02052.wav,89
02053.wav,40862
02054.wav,63-68
02055.wav,4-9
02056.wav,09766-3141
02057.wav,06
02058.wav,046
02059.wav,532
02060.wav,7054
02061.wav,9436321-761742
02062.wav,4316
02063.wav,096963-5521
02064.wav,416
02065.wav,027
02066.wav,36-53-942
02067.wav,90-6
02068.wav,7750-910
02069.wav,947
02070.wav,0
02071.wav,714-2218-99
02072.wav,809741
02073.wav,25232-8
02074.wav,20-0
02075.wav,811969-25235
02076.wav,64442494
02077.wav,03871
02078.wav,7093
02079.wav,53734820-259832
02080.wav,52-22
02081.wav,326
02082.wav,90-02-7314
02083.wav,27759435980
02084.wav,472-385
02085.wav,89-14-68-9
02086.wav,0455
02087.wav,51-353
02088.wav,34-1
02089.wav,1
02090.wav,4334326
02091.wav,697-468496
02092.wav,2177-1
02093.wav,408-3-889723
02094.wav,4361
02095.wav,838
02096.wav,994
02097.wav,0095613
02098.wav,9655
02099.wav,
02100.wav,757-9335172
02101.wav,904-5
02102.wav,90-63-721
02103.wav,60
02104.wav,108-154-10
02105.wav,5877287-34-94
02106.wav,155
02107.wav,00
02108.wav,0
02109.wav,34
02110.wav,67
02111.wav,875770
02112.wav,966073
02113.wav,264825
02114.wav,6614-7
02115.wav,9
02116.wav,3
02117.wav,7380
02118.wav,5587-606
02119.wav,83
02120.wav,403-89
02121.wav,687978
02122.wav,47
02123.wav,11465-97
02124.wav,766
02125.wav,06
02126.wav,69
02127.wav,59
02128.wav,36463-72872-54781
02129.wav,271915
02130.wav,0413-3
02131.wav,5534498
02132.wav,
02133.wav,5648607203
02134.wav,21
02135.wav,011
02136.wav,00
02137.wav,00
02138.wav,7000
02139.wav,61-95771
02140.wav,9962300
02141.wav,75-966-266
02142.wav,01662-792797955771
02143.wav,3966420-542-7
02144.wav,1604-9
02145.wav,04
02146.wav,4
02147.wav,77
02148.wav,4392-0231
02149.wav,013512-826701
02150.wav,960
02151.wav,695956
02152.wav,00
02153.wav,94
02154.wav,14-76-37007
02155.wav,963870
02156.wav,2
02157.wav,63591
02158.wav,0
02159.wav,426
02160.wav,4328755662
02161.wav,71
02162.wav,33-66-9613823-04
02163.wav,8001661
02164.wav,681-64-00
02165.wav,090734090
02166.wav,08-5143587
02167.wav,681
02168.wav,33
02169.wav,9
02170.wav,8585-27
02171.wav,687-68-8784
02172.wav,905
02173.wav,77623-5
02174.wav,070
02175.wav,16-393675272
02176.wav,9
02177.wav,32
02178.wav,5-9
02179.wav,1000-26
02180.wav,64-00
02181.wav,42238-05-39699
02182.wav,91
02183.wav,187
02184.wav,7188
02185.wav,7451
02186.wav,000
02187.wav,3
02188.wav,68382
02189.wav,65914-730
02190.wav,66-18
02191.wav,0158
02192.wav,33
02193.wav,05
02194.wav,8
02195.wav,29
02196.wav,64
02197.wav,622
02198.wav,0
02199.wav,6138688-0
02200.wav,495948172-3
02201.wav,3
02202.wav,40-902-37-080-6
02203.wav,84
02204.wav,56
02205.wav,970
02206.wav,7108-013
02207.wav,502-9
02208.wav,562
02209.wav,49-5
02210.wav,76446
02211.wav,7146-89
02212.wav,25-946
02213.wav,0
02214.wav,72-98
02215.wav,45
02216.wav,391
02217.wav,277-11
02218.wav,48920
02219.wav,18135-447
02220.wav,45577-774
02221.wav,44
02222.wav,84-12
02223.wav,0570
02224.wav,8552
02225.wav,06
02226.wav,977-8436
02227.wav,67637
02228.wav,41
02229.wav,69-41
02230.wav,3819
02231.wav,594-8
02232.wav,9341-3947
02233.wav,50-0
02234.wav,73085-9
02235.wav,266500-66
02236.wav,296
02237.wav,74--03
02238.wav,87
02239.wav,40732
02240.wav,637-14
02241.wav,03
02242.wav,2708681
02243.wav,414502-7
02244.wav,57-983-501-554-79
02245.wav,51
02246.wav,70
02247.wav,840
02248.wav,092700
02249.wav,00
02250.wav,88593
02251.wav,01
02252.wav,773
02253.wav,442849
02254.wav,9
02255.wav,219947954
02256.wav,17-10
02257.wav,817869
02258.wav,9295-653
02259.wav,481156-29
02260.wav,5995-47-970
02261.wav,829
02262.wav,3188361
02263.wav,404
02264.wav,852-38-76345668088
02265.wav,92
02266.wav,281-69141
02267.wav,23676
02268.wav,883
02269.wav,910-61
02270.wav,00654
02271.wav,409
02272.wav,0323
02273.wav,38611-49
02274.wav,804
02275.wav,2860-9
02276.wav,8593
02277.wav,19717
02278.wav,001
02279.wav,97
02280.wav,12-3
02281.wav,0726
02282.wav,9316-23-19
02283.wav,26942-5
02284.wav,5971
02285.wav,238-11-850
02286.wav,28
02287.wav,00
02288.wav,79
02289.wav,79078
02290.wav,0663920
02291.wav,0
02292.wav,44-392-55790-6
02293.wav,4190-7955
02294.wav,806
02295.wav,075-1
02296.wav,87166
02297.wav,00
02298.wav,72
02299.wav,07-246
02300.wav,0
02301.wav,78715903
02302.wav,09395698-65
02303.wav,572
02304.wav,4004-7
02305.wav,19473
02306.wav,067
02307.wav,503633150-6659-29-0
02308.wav,08
02309.wav,114
02310.wav,27-053
02311.wav,42208-9
02312.wav,78-1
02313.wav,
02314.wav,7113
02315.wav,19
02316.wav,43-6
02317.wav,282804
02318.wav,84-758997
02319.wav,3258-9804-37-576
02320.wav,196
02321.wav,53-04-01
02322.wav,97737-785
02323.wav,30-87-2106
02324.wav,6
02325.wav,55-8755-0248
02326.wav,49-64-81
02327.wav,311
02328.wav,1497156621
02329.wav,1910
02330.wav,04000
02331.wav,74
02332.wav,8790
02333.wav,763-4261298880-2
02334.wav,584175-66
02335.wav,372310
02336.wav,194
02337.wav,366-772
02338.wav,84
02339.wav,3314-6-
02340.wav,793814
02341.wav,10
02342.wav,43402685
02343.wav,4166771
02344.wav,514227
02345.wav,73306264
02346.wav,128451-5
02347.wav,129
02348.wav,13-24
02349.wav,
02350.wav,0672903
02351.wav,74-55543
02352.wav,8900
02353.wav,0632
02354.wav,1829-38439
02355.wav,83-8897490
02356.wav,190-993-4
02357.wav,35864760
02358.wav,316
02359.wav,14640-0331
02360.wav,54
02361.wav,4617-514
02362.wav,1
02363.wav,7
02364.wav,0
02365.wav,282
02366.wav,990
02367.wav,7662
02368.wav,067
02369.wav,390
02370.wav,455-374
02371.wav,79909-0344829
02372.wav,700
02373.wav,673529946
02374.wav,732
02375.wav,5924
02376.wav,26-8
02377.wav,5899
02378.wav,7653-47307-84
02379.wav,07-57
02380.wav,447
02381.wav,90-31280-946
02382.wav,436
02383.wav,52
02384.wav,00
02385.wav,60872
02386.wav,7744-868-555
02387.wav,35104
02388.wav,39820
02389.wav,46718-72823
02390.wav,9511256
02391.wav,07-061
02392.wav,30-3
02393.wav,73
02394.wav,74-62-30-79
02395.wav,6527
02396.wav,5212
02397.wav,777
02398.wav,486
02399.wav,69421
02400.wav,87
02401.wav,374196
02402.wav,878
02403.wav,05-1
02404.wav,60
02405.wav,60-525
02406.wav,35
02407.wav,87-75
02408.wav,602
02409.wav,5789566
02410.wav,9298
02411.wav,75262-197696964
02412.wav,5462
02413.wav,524
02414.wav,5718
02415.wav,34
02416.wav,00
02417.wav,86--5
02418.wav,576-201
02419.wav,5954
02420.wav,697
02421.wav,97-85
02422.wav,8780
02423.wav,899
02424.wav,80364
02425.wav,47
02426.wav,02662
02427.wav,237-0
02428.wav,100
02429.wav,8453-7
02430.wav,99
02431.wav,0
02432.wav,36
02433.wav,2383
02434.wav,4078080945-20
02435.wav,9255
02436.wav,0
02437.wav,6796-46
02438.wav,00
02439.wav,47773
02440.wav,77150
02441.wav,870
02442.wav,119
02443.wav,9953
02444.wav,73
02445.wav,837528
02446.wav,671
02447.wav,957
02448.wav,872-2
02449.wav,2
02450.wav,059
02451.wav,67229-57270
02452.wav,857995
02453.wav,5750541
02454.wav,803
02455.wav,0510416
02456.wav,27
02457.wav,31152
02458.wav,892-15
02459.wav,452-719
02460.wav,68086461
02461.wav,55640-931611452-6
02462.wav,19
02463.wav,0
02464.wav,00
02465.wav,16495-3
02466.wav,19
02467.wav,555
02468.wav,7
02469.wav,4
02470.wav,119-5
02471.wav,053
02472.wav,425-2292270
02473.wav,4
02474.wav,553-641
02475.wav,4124
02476.wav,61061-478
02477.wav,0644
02478.wav,7312
02479.wav,684-1
02480.wav,99
02481.wav,02
02482.wav,504-8502183
02483.wav,526-3
02484.wav,8
02485.wav,41
02486.wav,7575444637
02487.wav,53664677236608
02488.wav,01-4
02489.wav,11-3166
02490.wav,817-93
02491.wav,95532-6
02492.wav,727558-46-1
02493.wav,185
02494.wav,48
02495.wav,36
02496.wav,1520
02497.wav,51
02498.wav,527340
02499.wav,350-5
02500.wav,425
02501.wav,6
02502.wav,220
02503.wav,69-521
02504.wav,10-2
02505.wav,00
02506.wav,360767
02507.wav,155
02508.wav,00
02509.wav,625419
02510.wav,30-86
02511.wav,
02512.wav,77-0
02513.wav,230
02514.wav,57
02515.wav,76--1
02516.wav,38-3658
02517.wav,367-5564
02518.wav,76923
02519.wav,209
02520.wav,0
02521.wav,28233
02522.wav,28579-669-080
02523.wav,3
02524.wav,35-610
02525.wav,197
02526.wav,5
02527.wav,44
02528.wav,3814-983
02529.wav,74276-251
02530.wav,52212
02531.wav,11-4
02532.wav,036
02533.wav,95-467-14
02534.wav,3684-105-2
02535.wav,80-
02536.wav,9400
02537.wav,36
02538.wav,725
02539.wav,94-5
02540.wav,3-994745
02541.wav,000
02542.wav,116
02543.wav,922907
02544.wav,7001238
02545.wav,90
02546.wav,055631-19-507-906-2
02547.wav,667-81
02548.wav,7781-265
02549.wav,5362-608
02550.wav,5506060-3
02551.wav,405752039
02552.wav,0970
02553.wav,36-2
02554.wav,77795-69395-09913
02555.wav,00
02556.wav,237
02557.wav,271
02558.wav,106-212
02559.wav,58
02560.wav,679307
02561.wav,76
02562.wav,010
02563.wav,1464
02564.wav,85
02565.wav,5171
02566.wav,713
02567.wav,47-6954
02568.wav,393
02569.wav,
02570.wav,565
02571.wav,76664
02572.wav,50380
02573.wav,00
02574.wav,95
02575.wav,0
02576.wav,40675
02577.wav,3-64631
02578.wav,08
02579.wav,937181081
02580.wav,962432-918
02581.wav,507405-88-198
02582.wav,532
02583.wav,169
02584.wav,57
02585.wav,18
02586.wav,840
02587.wav,9377
02588.wav,65
02589.wav,32
02590.wav,61
02591.wav,86-95
02592.wav,94
02593.wav,06044-8579
02594.wav,86-7779-1
02595.wav,27319530
02596.wav,93-18
02597.wav,30
02598.wav,10
02599.wav,941-533
02600.wav,402
02601.wav,16456
02602.wav,692196-54
02603.wav,9712
02604.wav,209
02605.wav,21330
02606.wav,17-17
02607.wav,77
02608.wav,3884-5
02609.wav,64-1
02610.wav,77
02611.wav,51696
02612.wav,698
02613.wav,1490-9578-5678-98
02614.wav,16-817-4
02615.wav,14
02616.wav,087
02617.wav,57261
02618.wav,6787-113
02619.wav,971
02620.wav,8323
02621.wav,5271
02622.wav,6242
02623.wav,37
02624.wav,99-55
02625.wav,08-31
02626.wav,7654303757
02627.wav,21261203
02628.wav,5176
02629.wav,38479-7
02630.wav,0366271823-47-586-8
02631.wav,0551
02632.wav,826-619-22-5
02633.wav,323
02634.wav,038
02635.wav,910-42-74
02636.wav,1
02637.wav,5045-650-0
02638.wav,3084-9214800
02639.wav,42-7
02640.wav,50--37
02641.wav,00119079
02642.wav,00
02643.wav,175-5
02644.wav,8686-75-0
02645.wav,196
02646.wav,0100
02647.wav,04361-5
02648.wav,289-917-52390-33
02649.wav,664-3646
02650.wav,0
02651.wav,0834078380
02652.wav,04
02653.wav,0134
02654.wav,223-9
02655.wav,44289
02656.wav,8
02657.wav,00
02658.wav,03-246693
02659.wav,782269
02660.wav,02752349013
02661.wav,52
02662.wav,03-43
02663.wav,0948570
02664.wav,4781664
02665.wav,7752
02666.wav,0
02667.wav,474647050
02668.wav,42
02669.wav,00
02670.wav,166-4
02671.wav,5630
02672.wav,33
02673.wav,070
02674.wav,66836
02675.wav,457737-
02676.wav,026
02677.wav,75821
02678.wav,9249-462
02679.wav,27167260-00
02680.wav,510---7
02681.wav,48-60
02682.wav,26
02683.wav,741-9
02684.wav,82-2
02685.wav,04003
02686.wav,58865
02687.wav,35
02688.wav,61
02689.wav,71700
02690.wav,449
02691.wav,13
02692.wav,39
02693.wav,39
02694.wav,4268-167
02695.wav,621-2
02696.wav,52
02697.wav,00
02698.wav,49904
02699.wav,5705716-8503
02700.wav,22242
02701.wav,0493-6177098
02702.wav,919
02703.wav,19-58
02704.wav,290
02705.wav,962502
02706.wav,45-6432
02707.wav,7
02708.wav,256-20696
02709.wav,00
02710.wav,60
02711.wav,555
02712.wav,0079730
02713.wav,94
02714.wav,854
02715.wav,93067769
02716.wav,76
02717.wav,56-0051
02718.wav,6413
02719.wav,000
02720.wav,19429
02721.wav,2293821
02722.wav,461688387052-06-2
02723.wav,82
02724.wav,0883
02725.wav,90
02726.wav,033-282
02727.wav,
02728.wav,16
02729.wav,2928555
02730.wav,01-788
02731.wav,0597
02732.wav,90
02733.wav,629
02734.wav,42
02735.wav,07
02736.wav,978
02737.wav,0567
02738.wav,17-81
02739.wav,80
02740.wav,67-64
02741.wav,66
02742.wav,32-6035-24
02743.wav,5232
02744.wav,472
02745.wav,1923-5
02746.wav,33
02747.wav,5831
02748.wav,53
02749.wav,71-2969
02750.wav,67544
02751.wav,151-4
02752.wav,467-5
02753.wav,5275-701
02754.wav,6453-5--73
02755.wav,651566
02756.wav,9050559
02757.wav,71-25047
02758.wav,614-655877
02759.wav,642-5381503
02760.wav,35-4761
02761.wav,236-5688067-01
02762.wav,777341
02763.wav,599-7934356
02764.wav,3
02765.wav,95
02766.wav,60479837
02767.wav,654
02768.wav,68
02769.wav,32623-08014-181
02770.wav,107117
02771.wav,0
02772.wav,693
02773.wav,5272675-443-48-66
02774.wav,3-7
02775.wav,286
02776.wav,827478-27406
02777.wav,7131-8
02778.wav,8050
02779.wav,368773657
02780.wav,216417
02781.wav,10
02782.wav,2448
02783.wav,3207-5
02784.wav,00-09
02785.wav,6080
02786.wav,05398
02787.wav,714
02788.wav,993
02789.wav,04-649
02790.wav,5166
02791.wav,
02792.wav,1
02793.wav,952619
02794.wav,9
02795.wav,51-63088-53
02796.wav,02112719
02797.wav,
02798.wav,40-367-99-167-315
02799.wav,429
02800.wav,64123-3823
02801.wav,9
02802.wav,0
02803.wav,60-46
02804.wav,61
02805.wav,845-7299
02806.wav,90
02807.wav,595-45-36
02808.wav,1535
02809.wav,618
02810.wav,28334
02811.wav,93033
02812.wav,1711
02813.wav,00
02814.wav,5553
02815.wav,55357
02816.wav,153-7
02817.wav,5873
02818.wav,5068
02819.wav,76100-163
02820.wav,8
02821.wav,54-68
02822.wav,5752
02823.wav,9673
02824.wav,00
02825.wav,684
02826.wav,41
02827.wav,5919-51
02828.wav,43768
02829.wav,261
02830.wav,3213
02831.wav,70-40330701
02832.wav,9377
02833.wav,27
02834.wav,91
02835.wav,9811-870
02836.wav,01829
02837.wav,15-465
02838.wav,7841
02839.wav,08-1
02840.wav,0950
02841.wav,43-80
02842.wav,20
02843.wav,0975
02844.wav,44
02845.wav,09-824-4185557-354
02846.wav,5237894-374
02847.wav,71
02848.wav,6373
02849.wav,00-6
02850.wav,9
02851.wav,400
02852.wav,131
02853.wav,3339-08
02854.wav,8
02855.wav,000
02856.wav,2165
02857.wav,24
02858.wav,00
02859.wav,20
02860.wav,846112947
02861.wav,262-9413
02862.wav,1-31
02863.wav,75
02864.wav,9411
02865.wav,000
02866.wav,67348
02867.wav,77
02868.wav,04
02869.wav,665
02870.wav,78-003532
02871.wav,2
02872.wav,193
02873.wav,53150
02874.wav,
02875.wav,6503
02876.wav,773-770460
02877.wav,9841-3317219
02878.wav,75
02879.wav,041-860692
02880.wav,27
02881.wav,84282683
02882.wav,5696-41
02883.wav,2
02884.wav,67
02885.wav,94
02886.wav,810
02887.wav,14540-78
02888.wav,3241158-4
02889.wav,53-278
02890.wav,42--73
02891.wav,198-2
02892.wav,62-58
02893.wav,890471-628
02894.wav,0
02895.wav,6398-1
02896.wav,29346
02897.wav,097-63
02898.wav,36-09
02899.wav,219-1
02900.wav,148
02901.wav,01-04-44
02902.wav,73536-8154
02903.wav,51
02904.wav,442
02905.wav,42-9
02906.wav,4
02907.wav,0
02908.wav,78-1174771
02909.wav,62
02910.wav,63
02911.wav,31
02912.wav,78745287685869-612
02913.wav,79-252
02914.wav,538
02915.wav,7
02916.wav,16
02917.wav,25
02918.wav,17
02919.wav,31777047
02920.wav,0
02921.wav,599-0012
02922.wav,612508-40-030
02923.wav,94-9748-61
02924.wav,89-1
02925.wav,88-0
02926.wav,35--3
02927.wav,514051
02928.wav,2
02929.wav,951-663
02930.wav,2431
02931.wav,29
02932.wav,370-71379
02933.wav,93-1452
02934.wav,496656
02935.wav,8671
02936.wav,573-8
02937.wav,83211
02938.wav,67
02939.wav,118
02940.wav,864-43
02941.wav,69298-9
